Tweet Id,Text,Name,Screen Name,Created At,Favorites,Retweets,Language,Client,Tweet Type,Media Type,Media URLs,URLs,Hashtags,Mentions
1205449193608929280,"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",Jodie B,jodikins87,Fri Dec 13 11:27:38 +0000 2019,0,377,English,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,1,0
1205449192640045057,"I don’t think I’ve ever been so worried about the future of this country as I am today. It’s sad that people cannot see past Brexit to fight for the rights of the poor, the NHS, and for the end of austerity #notmygovernment",Monstermonk,monstermonk,Fri Dec 13 11:27:38 +0000 2019,0,470,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,1,0
1205449192572948480,"Dennis Skinner losing his Bolsover seat seat after almost 50years...now a tory seat. An area destroyed by Thatcher, and now they do this?

After the horrors of #Grenfell they voted a fucking tory in.

I can't even. #NotMyPM #notmygovernment #European",Ray Bonner,bonner2u,Fri Dec 13 11:27:38 +0000 2019,0,1,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,4,0
1205449192027705344,fuck the government and fuck boris #notmygovernment,Megan,megan1grace,Fri Dec 13 11:27:38 +0000 2019,0,0,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,,0,1,0
1205449196775583746,I don't want people to die because they can't afford healthcare. I don't want children unable to be educated because schools can't afford to run. I don't want more people to be homeless and using food banks. I don't want our public services falling apart. This is #notmygovernment,Carol Ward,Kirkychic1,Fri Dec 13 11:27:39 +0000 2019,0,634,English,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,,0,1,0
1205449202207272960,"Love to all who are hurt and upset today. Know that even when the odds seem very much against you, a gay man defeated Ann Widdecombe.     ?? #LGBTQfamily #LGBT #notmygovernment https://t.co/8UZPYif4Mb",Madeleine Milnes,MadeleineMilnes,Fri Dec 13 11:27:40 +0000 2019,0,261,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,1,3,0
1205449200554717184,"A quick idea for today to help those that need help. https://t.co/83zgAgmjiM Find your local food bank and fill it. Let's show compassion still exists and that no matter what we care for those who some don't care about. 

#notmygovernment",Haylz.....,Haylz_Lou,Fri Dec 13 11:27:40 +0000 2019,0,457,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,1,1,0
1205449207273992199,"I am SO proud of my fellow Maltese
https://t.co/Hor6EZMyST
#notmygovernment #Malta",Dr Isabelle Vella Gregory,I_VG,Fri Dec 13 11:27:41 +0000 2019,0,0,English,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,,1,2,0
1205449204195352576,#notmygovernment https://t.co/AauNArpizu,tom??,_thomasvernon,Fri Dec 13 11:27:41 +0000 2019,2,0,Undetermined,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,Photo,https://pbs.twimg.com/media/ELqdqOLWkAA5K_Y.jpg ,0,1,0
1205449214307778561,I don't want people to die because they can't afford healthcare. I don't want children unable to be educated because schools can't afford to run. I don't want more people to be homeless and using food banks. I don't want our public services falling apart. This is #notmygovernment,S?i-Lin,fosteremily6,Fri Dec 13 11:27:43 +0000 2019,0,634,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,1,0
1205449213338886144,"I see that #notmygovernment is trending.

It actually is your government. Much as you fascists and corbynista bully boys would want otherwise, this is a democracy and you lost.
Like badly.
Really badly.

What is it with Corbyn's kids and the basic rules of our society?",nufc .com,mgarry464,Fri Dec 13 11:27:43 +0000 2019,0,83,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,1,0
1205449217122152450,"Waking up in a country, that has a PM openly endorsed by Trump, Tommy Robinson, and Katie Hopkins brings new meaning to Friday the 13th. 

The UK deserves everything that coming its way.

#NotMyPrimeMinister #NotMyGovernment",narvan,_narvan,Fri Dec 13 11:27:44 +0000 2019,0,1233,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,2,0
1205449222096609280,#notmygovernment #NotMyPM,abs??????????????????,abena_mintaah,Fri Dec 13 11:27:45 +0000 2019,1,0,Undetermined,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,,0,2,0
1205449236537581568,"Well for the last yrs of my life I'll just go back to playing my guitar &amp; listening to jazz &amp; the new Tories in the north can get on w/ experiencing what a Tory govt is really like, as we did in the 80s when they destroyed the north. Good fucking luck, turkeys. #notmygovernment",VEGAN PENSIONLESS PENSIONER,Zoompad,Fri Dec 13 11:27:48 +0000 2019,0,3,English,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,1,0
1205449241474355200,"This nation has just shown itself. You put your personal dislike for one man above the needs of thousands of people. I work for public services but have no intention of upholding the ideas these people will surely implement. Get ready for the fight friends

#notmygovernment",Mellissa Anderson ??,MLACopy,Fri Dec 13 11:27:49 +0000 2019,0,214,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,1,0
1205449240497082368,now you all need to stop pretending it's only the 1% or incredibly rich private school lads who vote Tory and recognise it's your mates and your colleagues and your family. stop distancing yourself from the problem and start TALKING about fucking POLITICS #notmygovernment,?????????? | VOTE LABOUR,bunielkath,Fri Dec 13 11:27:49 +0000 2019,0,991,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,1,0
1205449238869692417,now you all need to stop pretending it's only the 1% or incredibly rich private school lads who vote Tory and recognise it's your mates and your colleagues and your family. stop distancing yourself from the problem and start TALKING about fucking POLITICS #notmygovernment,Haveasay11,haveasay11,Fri Dec 13 11:27:49 +0000 2019,0,991,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,1,0
1205449238219501569,"@BorisJohnson_MP #notmygovernment?
But if you live in Britain, or Little England, then Johnson is your government regardless of how you voted.
You're stuck with Boris for 5 yrs. If a week's a long time in politics, imagine the damage he'll do in half a decade.
#ChlorinatedChicken anyone?
#GoVegan",Jim Scanlon,jimscanlon63,Fri Dec 13 11:27:49 +0000 2019,0,3,English,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,3,1
1205449242258620416,"all you tory gobshites, this is what you voted for. I hope you’re proud of your heartless self. #ElectionResults2019 #RIPNHS #ByeNHS #notmygovernment https://t.co/dg5uUVX3EM",Ben,TF997,Fri Dec 13 11:27:50 +0000 2019,0,26,English,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,Photo,https://pbs.twimg.com/media/ELp27E0WsAAt0jr.jpg https://pbs.twimg.com/media/ELp27EtXkAAQuRV.jpg https://pbs.twimg.com/media/ELp27E0WoAEWumj.jpg https://pbs.twimg.com/media/ELp27EtXYAAcfST.jpg ,0,4,0
1205449249531613185,"#notmygovernment fucking repulsed by anyone who thought voting a genuine sociopath into office to work with a psychopath to privatise our NHS. Britain is full of racists, biggots and narcissists who are get a kick and make a meme out of little boys on hospital floors https://t.co/ISUfyBi4D6",Jordan Burke,JordanBurke99,Fri Dec 13 11:27:51 +0000 2019,0,1,English,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,,1,1,0
1205449248130654208,@RayGeorgesonL Never mind Ray - you can bet they won't be rushing into another any time soon! #notmygovernment,Bob Brook,OtleyFilmsnBeer,Fri Dec 13 11:27:51 +0000 2019,1,0,English,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,,0,1,1
1205449250257199104,"""It’s best to calm refuse to engage. You already know your truth and you don’t need it validated by others"" .@sally_Therapist 
@jellymalin  @VictoriaLIVE 
@TherealNihal  @JeremyVineOn5 @theJeremyVine 
#bbcelection #notmygovernment #OneNation",Sally Baker TV Therapist,sally_Therapist,Fri Dec 13 11:27:52 +0000 2019,0,1,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,3,6
1205449257907609600,"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",Bebe ??,Bebe111,Fri Dec 13 11:27:53 +0000 2019,0,59,English,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Retweet,,,0,1,0
1205449260553998336,"The clarity of thought of a real leader.
#soarloserssoar
#notmygovernment 
#ClimateEmergency https://t.co/QO2kNMzXnP",Susan,beesinthegarden,Fri Dec 13 11:27:54 +0000 2019,0,0,English,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,,1,3,0
1205449260352917504,Smh. #notmygovernment,Levi Rose ??????,writerlevirose,Fri Dec 13 11:27:54 +0000 2019,0,0,Undetermined,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,,0,1,0
1205449258477993985,"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",Michelle ??,Mmmichellexox,Fri Dec 13 11:27:54 +0000 2019,0,1449,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,1,0
1205449264987553794,"good to know racism is more important than free healthcare to the brits,, y'all really fucked up on this one #notmygovernment",Francesca Callow-Madsen,cescamadsen,Fri Dec 13 11:27:55 +0000 2019,0,239,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,1,0
1205449263880245248,"This nation has just shown itself. You put your personal dislike for one man above the needs of thousands of people. I work for public services but have no intention of upholding the ideas these people will surely implement. Get ready for the fight friends

#notmygovernment",Cutzy ???? ????,CutzyGaming,Fri Dec 13 11:27:55 +0000 2019,0,214,English,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,1,0
1205449263175651329,"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",KT #TacticalVoting Parker???,lunaperla,Fri Dec 13 11:27:55 +0000 2019,0,59,English,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,,0,1,0
1205449269576192003,it’s NOT Corbyn fault. Corbyn isn’t the problem.  Maybe certain fractions within the Labour Party should have supported him more and stopped backstabbing. If Labours own party can’t be seen support itself....well ??#notmygovernment #GenralElection2019 #CORBYNRESIGN,Charlotte barber #JC4PM #Labour,charlotte75xx,Fri Dec 13 11:27:56 +0000 2019,0,96,English,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,3,0
1205449272382152706,#notmygovernment,ATOM,ATOM48575940,Fri Dec 13 11:27:57 +0000 2019,0,0,Undetermined,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,,0,1,0
1205449277520142336,"#notmygovernment trending.
Mostly young student types who can't believe, despite voting twice, they lost.",john brierley,johnbrierley3,Fri Dec 13 11:27:58 +0000 2019,0,50,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,1,0
1205449277075533826,"This is clearly a BREXIT election, not a policy election. 
#NotMyPM #notmygovernment",????swahili babe.,_rosaminani,Fri Dec 13 11:27:58 +0000 2019,0,1,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,2,0
1205449285938110464,"""For some of them, their standpoint is good as hardwired and they are not ready or open to change. "" @sally_Therapist 
@jellymalin  
@TherealNihal @JeremyVineOn5 @theJeremyVine 
#bbcelection #notmygovernment #OneNation",Sally Baker TV Therapist,sally_Therapist,Fri Dec 13 11:28:00 +0000 2019,0,1,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,3,5
1205449285212483584,"Love to all who are hurt and upset today. Know that even when the odds seem very much against you, a gay man defeated Ann Widdecombe.     ?? #LGBTQfamily #LGBT #notmygovernment https://t.co/8UZPYif4Mb",Robyn,robynjpclark,Fri Dec 13 11:28:00 +0000 2019,0,261,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,1,3,0
1205449284663070721,"They're calling themselves ""The People's Government"". They make me feel sick. 

#notmygovernment",Francesca Callow-Madsen,cescamadsen,Fri Dec 13 11:28:00 +0000 2019,0,575,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,1,0
1205449284088414208,"I'm comfort eating today. Likely to be the size of a whale by evening.

#notmygovernment",Ab72,Ab7204569258,Fri Dec 13 11:28:00 +0000 2019,0,5,English,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,1,0
1205449290589655040,"I see that #notmygovernment is trending.

It actually is your government. Much as you fascists and corbynista bully boys would want otherwise, this is a democracy and you lost.
Like badly.
Really badly.

What is it with Corbyn's kids and the basic rules of our society?",NclCouncilTaxPayer,NCCtaxpayer,Fri Dec 13 11:28:01 +0000 2019,0,83,English,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,,0,1,0
1205449289234817024,"They're calling themselves ""The People's Government"". They make me feel sick. 

#notmygovernment",????swahili babe.,_rosaminani,Fri Dec 13 11:28:01 +0000 2019,0,575,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,1,0
1205449287729065985,"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",Mark O'Mahony,mark_omahony1,Fri Dec 13 11:28:01 +0000 2019,0,132,English,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,,0,2,0
1205449295446495232,"good to know racism is more important than free healthcare to the brits,, y'all really fucked up on this one #notmygovernment",??????? ????,_namusuniverse,Fri Dec 13 11:28:02 +0000 2019,0,239,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,1,0
1205449294121177089,Think I might just go back to my country #notmygovernment,Esperanza,_esperanza_,Fri Dec 13 11:28:02 +0000 2019,0,0,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,,0,1,0
1205449298583982081,"#notmygovernment trending.
Mostly young student types who can't believe, despite voting twice, they lost.",Anthony Siddons,AnthonySiddons,Fri Dec 13 11:28:03 +0000 2019,0,50,English,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,1,0
1205449296742699008,"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",Monstermonk,monstermonk,Fri Dec 13 11:28:03 +0000 2019,0,59,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,1,0
1205449301880659970,"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",Rafela FitzHugh,RafelaFitz,Fri Dec 13 11:28:04 +0000 2019,0,132,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,2,0
1205449301545103362,On a positive note we in Wandsworth now have four fantastic Labour MP's and they're all women ???????????????? #notmygovernment https://t.co/YRJ5FxZHGi,mari???,myluvcha3,Fri Dec 13 11:28:04 +0000 2019,0,184,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,Photo,https://pbs.twimg.com/media/ELqABUrXYAA0FEe.jpg https://pbs.twimg.com/media/ELqABU5XkAASQ1D.jpg https://pbs.twimg.com/media/ELqABUpXkAAfqJF.jpg https://pbs.twimg.com/media/ELqABU3W4AAGn4Q.jpg ,0,1,0
1205449306116907009,"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",Boris Johnson Countdown (splutter),BoJoCountdown,Fri Dec 13 11:28:05 +0000 2019,0,132,English,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,2,0
1205449306104352768,#notmygovernment https://t.co/ptQOWH1gKq,Pamela Bottomley #VoteLabour2019,PamelaBottomle2,Fri Dec 13 11:28:05 +0000 2019,0,0,Undetermined,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Tweet,,,1,1,0
1205449312630661120,"This form should be compulsory.
#notmygovernment https://t.co/rxBYGve70g",Annie Dez ??,AnnieDez,Fri Dec 13 11:28:06 +0000 2019,1,1,English,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,,1,1,0
1205449312139915265,"Can’t believe people actually voted for a racist prime minister? 
With Jacob Rees Mogg who claimed the Grenfell victims “lacked common sense”
Another conservative candidate said people with disablities should be paid less because some  “don’t understand money” 
#notmygovernment",WONHO DESERVES BETTER ????,TheRealAsha7,Fri Dec 13 11:28:06 +0000 2019,0,15,English,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,1,0
1205449310965399554,"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",Michelle Dugard,AGxM70,Fri Dec 13 11:28:06 +0000 2019,0,132,English,"<a href=""http://klinkerapps.com"" rel=""nofollow"">Talon Android</a>",Retweet,,,0,2,0
1205449309812072454,I don't want people to die because they can't afford healthcare. I don't want children unable to be educated because schools can't afford to run. I don't want more people to be homeless and using food banks. I don't want our public services falling apart. This is #notmygovernment,( ?? ?? ??),allgoodooo,Fri Dec 13 11:28:06 +0000 2019,0,634,English,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,1,0
1205449320725659648,"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",Susan Jones,senojus,Fri Dec 13 11:28:08 +0000 2019,0,59,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,1,0
1205449320302022656,"""People hold views because of their lived experience and how they process that within their own emotional frame of reference "" @sally_Therapist @jellymalin @RebeccaCNReid 
@TherealNihal @almaraabgarian 
#bbcelection #notmygovernment #OneNation",Sally Baker TV Therapist,sally_Therapist,Fri Dec 13 11:28:08 +0000 2019,0,1,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,3,5
1205449319685472257,"Wrote this for my vile FB “friends” but thought the rest of the UK needed to see it too seeing as nothing is going to stop people from invalidating our lives despite being aware of our suffering. From a chronically ill, disabled woman to every single Tory voter. #NotMyGovernment https://t.co/LkPCeZHFWS",??Rebecca Angela??,piggypops123,Fri Dec 13 11:28:08 +0000 2019,0,25,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,Photo,https://pbs.twimg.com/media/ELqIT7rXUAAxOCr.jpg https://pbs.twimg.com/media/ELqIT7oWwAAVao_.jpg https://pbs.twimg.com/media/ELqIT7rW4AEYAbS.jpg https://pbs.twimg.com/media/ELqIT7rW4AA-t1o.jpg ,0,1,0
1205449319064711168,"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",Francesca Callow-Madsen,cescamadsen,Fri Dec 13 11:28:08 +0000 2019,0,59,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,,0,1,0
1205449323032567808,"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",Dave Wild,dwild82,Fri Dec 13 11:28:09 +0000 2019,0,377,English,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,,0,1,0
